Filename,ImageID,ObjectID,X,Y,Area,Perimeter,Major Axis,Minor Axis,Circularity,Aspect Ratio,Shape mode,Distance from cluster center
xy01c3.tiff,1,1,261,151,2276,177.4386001800126,59.644478973401746,48.64574229604743,0.9084183878166336,1.2260986503282938,4.0,28.16
xy01c3.tiff,1,2,1988,182,2051,169.19595949289337,58.53061314396443,44.711280757875,0.9003172042371739,1.3090793229772428,4.0,4.64
xy01c3.tiff,1,3,2290,266,2242,179.68124086713192,63.7863832021981,44.791788799458324,0.8726498050612941,1.4240642071202454,10.0,2.97
xy01c3.tiff,1,4,930,489,2463,190.89444430272832,70.99750212874082,44.3467061515084,0.8493519685448113,1.6009644974799535,9.0,2.64
xy01c3.tiff,1,5,208,573,2012,167.1959594928933,58.331297730948656,43.94977218780159,0.9044535850035386,1.3272263956612431,8.0,2.1
xy01c3.tiff,1,6,1024,834,2943,200.75230867899742,67.24523179761913,55.806250402139575,0.9176541421171672,1.2049767062479615,9.0,2.83
xy01c3.tiff,1,7,2006,1194,2003,168.71067811865476,60.57473913669836,42.22664723101615,0.8843123112648469,1.4345145330933406,8.0,3.26
xy01c3.tiff,1,8,2416,1457,2797,205.3797256769669,78.8692856111298,45.2053985435893,0.8332727728649462,1.7446873194819883,9.0,1.84
xy01c3.tiff,1,9,1248,1464,2423,188.99494936611663,66.09694443837076,46.89299320314861,0.8524381568348034,1.4095270939952007,5.0,2.29
xy01c3.tiff,1,10,279,2014,2160,173.78174593052026,60.45507635175624,45.521076667231064,0.8987839386097236,1.328067804584148,6.0,1.77
xy02c3.tiff,2,1,925,734,2382,187.8233764908628,69.38906088787776,43.73016401071693,0.8485009522063375,1.5867551027449294,2.0,1.93
xy02c3.tiff,2,2,2399,782,2209,185.09545442950505,65.28465633116168,43.265510172380075,0.8102407336679096,1.5089306949358068,8.0,1.89
xy02c3.tiff,2,3,225,916,2397,183.92388155425118,63.769141863082105,47.919089093319386,0.8904338276518972,1.330766988055548,8.0,2.62
xy02c3.tiff,2,4,1299,982,2222,181.82337649086284,67.86112184488961,41.84626499821815,0.8446066213356567,1.621676913047776,9.0,2.06
xy02c3.tiff,2,5,345,1429,3569,225.3380951166243,80.2287853725395,56.932275971316,0.8832571760383369,1.4091968747738264,8.0,2.75
xy02c3.tiff,2,6,2424,1608,2414,181.33809511662426,58.10685020016778,53.03045239104449,0.9225056423404194,1.0957260890721832,4.0,3.12
xy02c3.tiff,2,7,1238,1921,2997,203.237590053236,65.58858582218761,58.224379527678956,0.9117767926679092,1.1264797728073312,7.0,1.99
xy02c3.tiff,2,8,2083,1920,2436,182.75230867899742,57.45378511336151,54.010443747494,0.9165610633154754,1.0637532507965608,7.0,2.53
xy03c3.tiff,3,1,852,107,2569,193.1959594928933,70.83901815085814,46.29302916047435,0.8649238835270991,1.5302307806494009,2.0,1.73
xy03c3.tiff,3,2,1438,461,2059,177.095454429505,67.42490329355763,38.97197016117547,0.8249951251738146,1.730087111703874,8.0,2.7
xy03c3.tiff,3,3,2018,496,2163,246.24368670764585,66.94924888576182,43.11747666492597,0.4482663862768489,1.5527172289333404,9.0,11.85
xy03c3.tiff,3,4,932,904,2756,196.16652224137047,67.82953949408525,51.77332041778677,0.8999933320796556,1.3101253492480724,10.0,2.15
xy03c3.tiff,3,5,1391,1256,2255,181.1959594928933,65.15484775612389,44.31247763000676,0.8630965727668213,1.4703499158892313,8.0,2.34
xy03c3.tiff,3,6,225,1625,2306,185.1959594928933,69.60975380470515,42.23390665166188,0.8449016388198979,1.6481959478396024,3.0,2.47
xy04c3.tiff,4,1,1889,78,2231,178.16652224137047,62.956188001634544,45.17985050021584,0.8831962751170922,1.39345720060171,7.0,1.65
xy04c3.tiff,4,2,546,202,3208,213.58073580374358,72.70611578722445,56.31356045637887,0.8837309536772173,1.291094279921147,5.0,2.97
xy04c3.tiff,4,3,985,307,2807,207.48023074035527,74.44326483417609,48.794115733194324,0.8194054195439202,1.5256607014097976,4.0,3.69
xy04c3.tiff,4,4,232,364,2934,206.30865786510142,73.33388873943225,51.042652196827106,0.8662336809126895,1.4367178346581058,9.0,2.13
xy04c3.tiff,4,5,278,564,2628,196.40916292848974,71.12194173053052,47.18684562490533,0.8560748441272753,1.507240858943794,10.0,2.27
xy04c3.tiff,4,6,2321,736,2385,185.92388155425118,61.903148435354026,49.46059508447116,0.8670175573616459,1.2515649746961774,1.0,2.79
xy04c3.tiff,4,7,1656,821,2964,202.65180361560903,67.6783582352735,55.78633799462934,0.9069578761620576,1.2131708347981012,7.0,1.81
xy04c3.tiff,4,8,459,1330,3194,220.06601717798213,81.45296873059867,50.39605360448381,0.8287791347102977,1.6162568872922958,8.0,2.96
xy04c3.tiff,4,9,1565,2007,2989,203.48023074035527,63.69198170465857,59.79014203632729,0.9071755489422788,1.0652589128482186,7.0,2.3
xy05c3.tiff,5,1,525,1359,2304,182.40916292848976,67.1883718615817,43.78220227825711,0.8701598446917116,1.5346046650318557,10.0,2.3
xy06c3.tiff,6,1,511,32,2326,180.16652224137044,58.259959868649894,50.97555971970767,0.9004744269136001,1.1428998561074355,5.0,2.86
xy06c3.tiff,6,2,894,113,2690,196.65180361560903,69.27342844792678,49.58196412089573,0.8741103772729343,1.3971497433828424,10.0,1.7
xy06c3.tiff,6,3,339,443,4250,246.79393923933998,86.14760712871349,62.84956184923193,0.8768591009166349,1.3706954287982245,6.0,1.69
xy06c3.tiff,6,4,306,551,2079,172.12489168102783,60.8798621613166,43.6451206886834,0.8818140078539884,1.3948835792107672,7.0,3.59
xy06c3.tiff,6,5,2244,622,1982,167.6812408671319,58.25356951320364,43.372850389404284,0.8858181118920752,1.3430883372939355,9.0,1.22
